SAFRA;RISCO_CIDADE_SERASA;SISTEMA;CANAL_PCO_DECISAO;CANAL_PCO_AJUSTADO;OPERACAO;TP_PEDIDO;DECISAO_ANALISE;REASON_CODE;DS_REASON_CODE;IDENTIFICA_NOVA_ARVORE;IDENTIFICA_GRUPO_MODELO;GALHO_ARVORE;SCORE_HVI3;SCORE_BVS;ADICIONAL_G1_BHV;ADICIONAL_REST;ADICIONAL_G4_BHV;ADICIONAL_G5_BHV;ADICIONAL_HVI4;ADICIONAL_G7_BHV;QTD_PROPOSTA;QTD_APROVADOS;QTD_ALTAS;QTD_FTRA_PARC_OVER_30;QTD_ATRS_PARC_OVER_30;QTD_Infer_Conv;QTD_Infer_fl_atrs_parc_over_30
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;;R01;2;2;2;2;1;1,595696913;0,533395697
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;;R02;1;1;1;1;0;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;;R04;1;1;1;1;1;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;;R07;2;2;1;1;0;1,595696913;0,533395697
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;;R12;1;1;1;1;0;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;;R13;1;1;1;1;0;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;;R14;1;1;1;1;0;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;R03;;1;1;0;;;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;R04;;1;1;1;1;0;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;R08;;2;2;2;2;2;1,595696913;0,533395697
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R08;;;;;;R10;;1;1;1;1;0;0,797848457;0,266697849
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R01;3;3;2;2;1;2,381536754;0,852676369
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R02;2;2;2;2;0;1,587691169;0,568450913
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R04;2;2;2;2;0;1,587691169;0,568450913
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R05;1;1;1;1;0;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R06;2;2;2;2;1;1,587691169;0,568450913
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R08;3;3;3;3;0;2,381536754;0,852676369
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R09;1;1;1;1;1;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R10;1;1;1;1;1;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R12;1;1;1;1;1;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R16;2;2;1;1;0;1,587691169;0,568450913
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R17;2;2;2;2;1;1,587691169;0,568450913
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R18;1;1;1;1;1;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;;R19;1;1;1;1;0;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;R02;;1;1;1;1;0;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;R04;;1;1;1;1;0;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R09;;;;;;R10;;1;1;1;1;0;0,793845585;0,284225456
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R03;2;2;2;2;0;1,582855246;0,609359442
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R06;2;2;2;2;1;1,582855246;0,609359442
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R08;1;1;1;1;1;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R09;1;1;1;1;1;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R11;1;1;1;1;0;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R12;1;1;1;1;1;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R13;1;1;1;1;0;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R14;1;1;1;1;1;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R17;2;2;2;2;1;1,582855246;0,609359442
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;;R18;1;1;1;1;1;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;R04;;1;1;1;1;0;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;R07;;1;1;1;1;0;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;R09;;3;3;3;3;2;2,37428287;0,914039164
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;R12;;1;1;1;1;0;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R10;;;;;;R16;;1;1;1;1;1;0,791427623;0,304679721
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R01;1;1;1;1;0;0,782306763;0,318303811
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R02;3;3;3;3;1;2,34692029;0,954911433
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R04;4;4;4;4;0;3,129227053;1,273215244
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R05;2;2;1;1;1;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R07;3;3;3;3;0;2,34692029;0,954911433
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R08;3;3;2;2;1;2,34692029;0,954911433
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R09;3;3;3;3;2;2,34692029;0,954911433
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R10;3;3;3;3;1;2,34692029;0,954911433
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R11;2;2;2;2;0;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R12;2;2;2;2;1;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R13;3;3;2;2;2;2,34692029;0,954911433
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R15;1;1;1;1;0;0,782306763;0,318303811
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;;R16;3;3;3;3;2;2,34692029;0,954911433
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;R03;;2;2;2;2;0;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;R05;;2;2;2;2;1;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;R07;;2;2;2;2;1;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;R08;;1;1;1;1;1;0,782306763;0,318303811
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;R09;;2;2;2;2;2;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;R11;;1;1;1;1;0;0,782306763;0,318303811
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R11;;;;;;R12;;2;2;2;2;1;1,564613527;0,636607622
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R01;1;1;1;1;0;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R02;1;1;1;1;0;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R03;4;4;3;3;1;3,126399481;1,297744605
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R04;1;1;1;1;1;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R05;4;4;4;4;1;3,126399481;1,297744605
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R06;2;2;2;2;0;1,56319974;0,648872303
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R07;1;1;1;1;0;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R08;4;4;2;2;1;3,126399481;1,297744605
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R09;4;4;4;4;2;3,126399481;1,297744605
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R10;2;2;2;2;1;1,56319974;0,648872303
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R11;4;4;4;4;1;3,126399481;1,297744605
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R12;1;1;1;1;1;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R13;4;4;4;4;3;3,126399481;1,297744605
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R14;2;2;2;2;0;1,56319974;0,648872303
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R15;1;1;1;1;1;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R16;2;2;2;2;1;1,56319974;0,648872303
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R17;1;1;0;;;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;;R19;1;1;1;1;0;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R04;;3;3;2;2;0;2,344799611;0,973308454
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R06;;2;2;2;2;0;1,56319974;0,648872303
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R07;;1;1;1;1;1;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R08;;1;1;1;1;0;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R09;;6;6;5;5;1;4,689599221;1,946616907
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R10;;5;5;5;5;3;3,907999351;1,622180756
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R13;;4;4;4;4;2;3,126399481;1,297744605
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R14;;2;2;2;2;0;1,56319974;0,648872303
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R15;;1;1;1;1;1;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R12;;;;;;R17;;1;1;1;1;1;0,78159987;0,324436151
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R13;;;;;;;R02;1;1;1;1;1;0,765046707;0,33044815
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R13;;;;;;;R03;2;2;2;2;1;1,530093414;0,660896299
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R13;;;;;;;R04;3;3;2;2;0;2,295140121;0,991344448
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R13;;;;;;;R06;3;3;3;3;1;2,295140121;0,991344448
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R13;;;;;;;R07;4;4;3;3;3;3,060186828;1,321792598
202512;NEUTRO;AM;DIGITAL;DIGITAL;MOVEL;MR;APROVADO;GC00;GRUPO CONTROLE;NOVO FLUXO B2C;G7 - PRE PAGO COM DIVIDA;POLITICA CUSTOMIZADA;R13;;;;;;;R08;2;2;2;2;0;1,530093414;0,660896299
