Versão;CLUSTER_GRUPO;CEP_RISCO;DS_MOD_PRC;MOD_PRC;DS_MOD_ADC;MOD_ADC;OFERTA_DIGITAL
V1805;G6;a.RISCO BAIXO;HVI3;R99;HVI4;R20;0
V1805;G6;c.RISCO ALTO;HVI3;R99;HVI4;R99;0
V1805;G6;b.RISCO NEUTRO;HVI3;R99;HVI4;R99;0
V1805;G6;a.RISCO BAIXO;HVI3;R99;HVI4;R99;0
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R01;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R01;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R01;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R02;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R02;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R02;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R03;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R03;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R03;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R04;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R04;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R04;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R05;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R05;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R05;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R06;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R06;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R06;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R07;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R07;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R07;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R08;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R08;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R08;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R09;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R09;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R09;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R10;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R10;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R10;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R11;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R11;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R11;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R12;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R12;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R12;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R13;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R13;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R13;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R14;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R14;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R14;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R15;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R15;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R15;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R16;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R16;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R16;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R17;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R17;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R17;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R18;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R18;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R18;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R19;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R19;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R19;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R20;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R20;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R20;8
V1805;G7;c.RISCO ALTO;HVI3;R01;G7 - BHV;R99;8
V1805;G7;b.RISCO NEUTRO;HVI3;R01;G7 - BHV;R99;8
V1805;G7;a.RISCO BAIXO;HVI3;R01;G7 - BHV;R99;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R01;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R01;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R01;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R02;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R02;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R02;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R03;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R03;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R03;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R04;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R04;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R04;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R05;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R05;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R05;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R06;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R06;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R06;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R07;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R07;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R07;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R08;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R08;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R08;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R09;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R09;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R09;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R10;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R10;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R10;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R11;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R11;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R11;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R12;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R12;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R12;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R13;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R13;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R13;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R14;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R14;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R14;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R15;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R15;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R15;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R16;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R16;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R16;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R17;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R17;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R17;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R18;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R18;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R18;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R19;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R19;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R19;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R20;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R20;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R20;8
V1805;G7;c.RISCO ALTO;HVI3;R02;G7 - BHV;R99;8
V1805;G7;b.RISCO NEUTRO;HVI3;R02;G7 - BHV;R99;8
V1805;G7;a.RISCO BAIXO;HVI3;R02;G7 - BHV;R99;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R01;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R01;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R01;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R02;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R02;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R02;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R03;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R03;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R03;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R04;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R04;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R04;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R05;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R05;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R05;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R06;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R06;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R06;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R07;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R07;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R07;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R08;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R08;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R08;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R09;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R09;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R09;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R10;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R10;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R10;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R11;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R11;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R11;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R12;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R12;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R12;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R13;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R13;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R13;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R14;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R14;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R14;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R15;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R15;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R15;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R16;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R16;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R16;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R17;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R17;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R17;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R18;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R18;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R18;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R19;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R19;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R19;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R20;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R20;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R20;8
V1805;G7;c.RISCO ALTO;HVI3;R03;G7 - BHV;R99;8
V1805;G7;b.RISCO NEUTRO;HVI3;R03;G7 - BHV;R99;8
V1805;G7;a.RISCO BAIXO;HVI3;R03;G7 - BHV;R99;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R01;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R01;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R01;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R02;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R02;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R02;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R03;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R03;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R03;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R04;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R04;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R04;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R05;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R05;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R05;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R06;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R06;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R06;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R07;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R07;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R07;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R08;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R08;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R08;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R09;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R09;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R09;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R10;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R10;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R10;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R11;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R11;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R11;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R12;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R12;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R12;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R13;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R13;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R13;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R14;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R14;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R14;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R15;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R15;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R15;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R16;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R16;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R16;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R17;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R17;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R17;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R18;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R18;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R18;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R19;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R19;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R19;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R20;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R20;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R20;8
V1805;G7;c.RISCO ALTO;HVI3;R04;G7 - BHV;R99;8
V1805;G7;b.RISCO NEUTRO;HVI3;R04;G7 - BHV;R99;8
V1805;G7;a.RISCO BAIXO;HVI3;R04;G7 - BHV;R99;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R01;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R01;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R01;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R02;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R02;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R02;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R03;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R03;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R03;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R04;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R04;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R04;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R05;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R05;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R05;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R06;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R06;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R06;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R07;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R07;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R07;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R08;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R08;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R08;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R09;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R09;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R09;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R10;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R10;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R10;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R11;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R11;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R11;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R12;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R12;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R12;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R13;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R13;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R13;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R14;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R14;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R14;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R15;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R15;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R15;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R16;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R16;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R16;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R17;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R17;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R17;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R18;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R18;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R18;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R19;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R19;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R19;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R20;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R20;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R20;8
V1805;G7;c.RISCO ALTO;HVI3;R05;G7 - BHV;R99;8
V1805;G7;b.RISCO NEUTRO;HVI3;R05;G7 - BHV;R99;8
V1805;G7;a.RISCO BAIXO;HVI3;R05;G7 - BHV;R99;8
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R01;8
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R01;8
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R01;8
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R02;8
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R02;8
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R02;8
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R03;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R03;5
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R03;5
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R04;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R04;5
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R04;5
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R05;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R05;5
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R05;5
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R06;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R06;5
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R06;5
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R07;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R07;5
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R07;5
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R08;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R08;5
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R08;5
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R09;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R09;5
V1805;G7;a.RISCO BAIXO;HVI3;R06;G7 - BHV;R09;5
V1805;G7;b.RISCO NEUTRO;HVI3;R06;G7 - BHV;R10;5
V1805;G7;c.RISCO ALTO;HVI3;R06;G7 - BHV;R10;5
