ID_LINHA;SAFRA;SCORE_INTERNO;FAIXA_BUREAU;PORTE_EMPRESA;SETOR;REGIAO;UF;CANAL;PRODUTO;MIX_RISCO;FLAG_RESTRITIVO;CODIGO_VENDEDOR;DIA_SEMANA;TEMPO_ATIVIDADE_MESES;FATURAMENTO_MENSAL;QTD_FUNCIONARIOS;LIMITE_PRE_APROVADO;DECISAO_ANALISE;QTD_PROPOSTA;QTD_ALTAS;QTD_ATRS_OVER_30;QTD_INFER_CONV;QTD_INFER_FL_ATRS
L006980;202506;R10;B5;MEDIA;COMERCIO;NORTE;AM;PARCEIRO;FINANCIAMENTO;ALTO;NAO;V328;TER;125;;92;;PENDENTE;6;0;;3,149941;0,562272
L006981;202510;R03;B2;MICRO;COMERCIO;NORDESTE;SE;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V008;QUI;19;28606,82;3;12800;APROVADO;4;1;0;1,518327;0,024913
L006982;202508;R06;B3;PEQUENA;COMERCIO;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;MEDIO;SIM;V006;SEX;149;186577,18;21;56100;REPROVADO;1;0;;0,506342;0,034718
L006983;202507;R03;B2;MEI;AGRO;CENTRO-OESTE;MT;DIGITAL;CARTAO;BAIXO;NAO;V115;QUI;41;21255,34;1;8300;APROVADO;1;1;0;0,577101;0,008361
L006984;202506;R02;B1;MICRO;INDUSTRIA;NORTE;AC;DIGITAL;CAPITAL_GIRO;BAIXO;SIM;V118;QUI;21;34841,05;5;15800;APROVADO;2;1;0;0,924782;0,099394
L006985;202511;R03;B1;PEQUENA;COMERCIO;NORDESTE;BA;DIGITAL;FINANCIAMENTO;ALTO;NAO;V004;SAB;145;747124,29;25;349400;APROVADO;1;0;;0,450986;0,006891
L006986;202509;R04;B2;PEQUENA;SERVICOS;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;MEDIO;SIM;V006;TER;39;244580,26;21;95200;APROVADO;2;0;;0,788551;0,053248
L006987;202509;R04;B2;MICRO;INDUSTRIA;SUDESTE;SP;LOJA;FINANCIAMENTO;MEDIO;NAO;V231;QUI;;20673,44;3;8400;APROVADO;6;2;0;2,343567;0,064240
L006988;202502;R06;B2;MEDIA;TECNOLOGIA;SUL;SC;LOJA;FINANCIAMENTO;MEDIO;NAO;V008;QUI;31;251158,12;124;74600;APROVADO;2;0;;0,826189;0,031272
L006989;202510;R07;B4;MEI;COMERCIO;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V008;SAB;32;;1;;APROVADO;1;1;1;0,571795;0,038350
L006990;202510;R02;B1;MEI;INDUSTRIA;NORDESTE;RN;LOJA;CARTAO;BAIXO;NAO;V018;SEG;43;12057,21;1;6500;APROVADO;17;5;0;7,222664;0,080587
L006991;202504;R01;B1;MICRO;AGRO;SUL;SC;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V316;SEX;139;22476,12;17;11000;APROVADO;2;0;;0,835608;0,005086
L006992;202505;R09;B5;GRANDE;AGRO;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V013;SEG;120;1689945,60;1196;302400;REPROVADO;2;0;;1,161691;0,553652
L006993;202510;R05;B3;MEI;COMERCIO;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V029;TER;45;23968,50;1;8600;APROVADO;19;9;0;9,589707;0,243466
L006994;202510;R01;B1;MICRO;SERVICOS;SUDESTE;ES;LOJA;CAPITAL_GIRO;BAIXO;SIM;V133;TER;38;36542,01;3;21700;APROVADO;8;3;0;2,731676;0,042808
L006995;202509;R04;B2;PEQUENA;INDUSTRIA;SUDESTE;MG;LOJA;CAPITAL_GIRO;MEDIO;NAO;V013;QUI;50;475228,99;25;187400;APROVADO;1;0;;0,452709;0,015222
L006996;202504;R04;B1;MEI;COMERCIO;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V210;SEX;45;3592,86;1;1500;APROVADO;18;8;0;9,184408;0,234358
L006997;202505;R02;B1;MEI;SERVICOS;CENTRO-OESTE;MS;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V015;QUA;38;736,90;1;500;APROVADO;24;12;2;11,684487;0,214574
L006998;202510;R03;B2;PEQUENA;SERVICOS;SUL;PR;DIGITAL;CARTAO;BAIXO;NAO;V008;QUA;73;59387,41;17;29200;APROVADO;1;1;0;0,573091;0,006308
L006999;202503;R02;B1;MEI;TECNOLOGIA;SUL;PR;TELEVENDAS;CARTAO;BAIXO;NAO;V023;TER;26;7308,41;1;3200;APROVADO;8;2;0;3,073124;0,039499
L007000;202507;R06;B3;MEDIA;INDUSTRIA;NORTE;RR;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V325;SAB;327;759508,59;85;208100;APROVADO;8;4;0;4,115845;0,145866
L007001;202510;R06;B3;GRANDE;CONSTRUCAO;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V022;SEG;278;8094739,83;398;2160700;APROVADO;14;3;1;7,060087;0,596138
L007002;202511;R04;B2;MEI;COMERCIO;NORTE;RO;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V077;SAB;39;27241,27;1;10200;APROVADO;105;60;3;56,589347;1,365294
L007003;202504;R03;B3;MEI;SERVICOS;CENTRO-OESTE;MT;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V259;QUI;11;13548,05;1;6700;APROVADO;2;2;0;1,001509;0,015681
L007004;202506;R06;B3;PEQUENA;COMERCIO;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V034;SAB;231;20425,34;26;5900;APROVADO;3;0;;1,178275;0,032468
L007005;202512;R01;B1;MEI;SERVICOS;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V340;SEG;22;9617,71;1;4400;APROVADO;3;1;0;1,410786;0,014598
L007006;202503;R06;B3;MEDIA;COMERCIO;SUDESTE;MG;TELEVENDAS;CARTAO;MEDIO;NAO;V149;SEX;314;218884,43;114;60700;APROVADO;6;1;0;3,016407;0,082474
L007007;202505;R03;B2;MICRO;SERVICOS;NORDESTE;BA;TELEVENDAS;CARTAO;BAIXO;NAO;V014;SEG;;31742,97;6;14800;APROVADO;2;2;0;0,833398;0,013402
L007008;202509;R05;B3;MICRO;SAUDE;NORDESTE;RN;TELEVENDAS;FINANCIAMENTO;MEDIO;NAO;V272;SAB;94;73361,69;8;27600;APROVADO;2;1;0;0,693332;0,021856
L007009;202511;R01;B2;MEI;TECNOLOGIA;SUDESTE;RJ;LOJA;CARTAO;BAIXO;NAO;V022;SEG;62;27832,98;1;14300;APROVADO;2;0;;0,892836;0,004630
L007010;202505;R05;B4;MEI;SAUDE;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V308;TER;26;18050,56;1;5800;APROVADO;1;1;0;0,542581;0,017093
L007011;202509;R02;B1;MICRO;CONSTRUCAO;NORDESTE;CE;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V187;SAB;59;11307,62;6;5200;APROVADO;1;0;;0,433756;0,011507
L007012;202506;R05;B3;MICRO;INDUSTRIA;NORTE;TO;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V178;TER;14;55000,06;5;16600;APROVADO;5;4;0;2,673988;0,079956
L007013;202506;R02;B1;PEQUENA;SERVICOS;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V253;SEG;91;156953,17;14;82400;APROVADO;1;1;0;0,496839;0,003717
L007014;202512;R05;B3;MEI;INDUSTRIA;NORDESTE;SE;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V001;TER;18;1635,66;1;500;APROVADO;2;1;0;1,072592;0,060780
L007015;202507;R02;B1;MICRO;AGRO;CENTRO-OESTE;GO;LOJA;CAPITAL_GIRO;BAIXO;NAO;V062;SEG;61;38250,12;7;19800;APROVADO;2;0;;0,765334;0,007703
L007016;202507;R05;B3;MEI;SERVICOS;NORDESTE;CE;LOJA;FINANCIAMENTO;MEDIO;NAO;V288;TER;44;14122,46;1;5200;APROVADO;11;3;0;4,630534;0,142457
L007017;202510;R07;B5;MEDIA;SERVICOS;NORTE;PA;LOJA;CARTAO;ALTO;NAO;V008;SEX;126;288986,23;190;80800;REPROVADO;1;0;;0,501823;0,027433
L007018;202501;R01;B1;MEI;SERVICOS;NORDESTE;SE;LOJA;CARTAO;BAIXO;NAO;V218;TER;36;8859,93;1;4700;APROVADO;6;2;0;2,412011;0,017255
L007019;202512;R07;B4;MEI;COMERCIO;NORDESTE;PE;DIGITAL;CARTAO;ALTO;NAO;V317;TER;10;21703,99;1;5000;REPROVADO;5;0;;3,045662;0,078731
L007020;202503;R05;B3;MICRO;INDUSTRIA;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V212;SEG;59;16385,64;6;6000;APROVADO;1;1;0;0,474667;0,013952
L007021;202502;R03;B1;MEI;COMERCIO;SUDESTE;SP;TELEVENDAS;CARTAO;BAIXO;NAO;V144;QUI;40;52763,85;1;20100;APROVADO;4;1;0;1,642808;0,022282
L007022;202501;R06;B3;PEQUENA;AGRO;CENTRO-OESTE;GO;DIGITAL;CARTAO;MEDIO;SIM;V225;TER;213;121754,23;37;39900;REPROVADO;4;0;;2,455257;0,178703
L007023;202502;R02;B1;MEI;SERVICOS;NORTE;PA;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V018;QUA;42;5048,07;1;2100;APROVADO;19;6;0;8,724081;0,130512
L007024;202501;R04;B2;PEQUENA;COMERCIO;NORDESTE;PE;LOJA;CAPITAL_GIRO;MEDIO;NAO;V030;SEX;59;369729,10;58;166500;APROVADO;18;10;0;7,840011;0,164921
L007025;202509;R05;B3;MEI;SERVICOS;SUDESTE;MG;LOJA;CAPITAL_GIRO;MEDIO;NAO;V010;SAB;20;606,80;1;500;APROVADO;4;1;0;1,668448;0,131745
L007026;202504;R04;B2;MEI;COMERCIO;NORTE;PA;LOJA;CAPITAL_GIRO;MEDIO;NAO;V026;SAB;16;4724,59;1;1700;APROVADO;5;2;0;2,182349;0,076806
L007027;202509;R01;B1;MICRO;SERVICOS;SUDESTE;ES;LOJA;CAPITAL_GIRO;BAIXO;NAO;V001;QUI;64;28578,80;2;13800;APROVADO;1;1;0;0,381958;0,003304
L007028;202510;R03;B3;MICRO;COMERCIO;SUL;SC;PARCEIRO;CARTAO;BAIXO;NAO;V020;QUA;18;30813,87;6;15100;APROVADO;2;2;0;0,961059;0,014952
L007029;202509;R03;B3;MICRO;TECNOLOGIA;SUDESTE;RJ;PARCEIRO;CARTAO;BAIXO;NAO;V071;SEG;113;55205,24;5;24300;APROVADO;8;4;0;3,949761;0,053319
L007030;202502;R07;B5;MEDIA;INDUSTRIA;CENTRO-OESTE;GO;DIGITAL;CARTAO;ALTO;;V290;SEG;62;825776,91;505;191100;REPROVADO;7;0;;4,146580;0,374129
L007031;202506;R03;B2;MEI;AGRO;NORDESTE;RN;LOJA;CARTAO;BAIXO;NAO;V024;QUA;68;25479,92;1;11800;APROVADO;3;3;0;1,402959;0,017936
L007032;202503;R04;B2;MICRO;INDUSTRIA;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V020;SAB;46;10176,23;2;4200;APROVADO;1;0;;0,432951;0,011169
L007033;202508;R05;B3;PEQUENA;SAUDE;NORDESTE;PE;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V076;SEX;186;79906,18;31;24400;APROVADO;19;12;0;9,087720;0,150297
L007034;202504;R07;B5;GRANDE;SAUDE;SUDESTE;SP;LOJA;CARTAO;ALTO;SIM;V014;TER;480;6943501,06;1421;1757900;REPROVADO;8;0;;4,664263;0,542642
L007035;202502;R04;B2;MICRO;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;BAIXO;NAO;V248;TER;171;14200,08;6;4800;APROVADO;27;15;0;15,892549;0,248923
L007036;202501;R04;B2;MEI;TECNOLOGIA;SUDESTE;RJ;PARCEIRO;CARTAO;MEDIO;NAO;V001;SEG;56;82684,42;1;36600;PENDENTE;2;0;;0,998903;0,017675
L007037;202509;R07;B3;GRANDE;INDUSTRIA;SUDESTE;SP;PARCEIRO;CARTAO;ALTO;NAO;V063;SEX;394;1789966,66;1064;462100;APROVADO;1;1;0;0,574858;0,057592
L007038;202504;R02;B2;MICRO;TECNOLOGIA;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;NAO;V297;SAB;48;22973,97;8;10300;APROVADO;1;1;0;0,387004;0,002685
L007039;202512;R05;B2;MICRO;AGRO;SUDESTE;MG;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V203;QUA;18;53553,33;10;21100;APROVADO;18;8;0;7,331180;0,292684
L007040;202502;R03;B2;PEQUENA;COMERCIO;NORDESTE;SE;DIGITAL;CARTAO;BAIXO;NAO;V222;QUA;89;52492,99;28;25400;APROVADO;27;12;0;14,986673;0,197541
L007041;202509;R06;B3;PEQUENA;COMERCIO;SUDESTE;MG;DIGITAL;FINANCIAMENTO;MEDIO;SIM;V022;QUI;63;71806,70;11;22100;REPROVADO;3;0;;1,578855;0,191369
L007042;202507;R07;B4;MICRO;INDUSTRIA;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V262;TER;155;111445,73;2;33300;REPROVADO;1;0;;0,588123;0,050522
L007043;202512;R01;B1;MEI;COMERCIO;SUDESTE;ES;PARCEIRO;FINANCIAMENTO;BAIXO;NAO;V037;QUI;28;2928,96;1;1500;APROVADO;7;2;0;2,491842;0,034285
L007044;202502;R05;B3;PEQUENA;INDUSTRIA;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V221;TER;38;96190,36;21;35700;APROVADO;1;1;0;0,497285;0,017117
L007045;202510;R02;B1;MICRO;SAUDE;SUDESTE;RJ;DIGITAL;CARTAO;BAIXO;SIM;V011;SAB;71;;3;;APROVADO;6;3;0;3,018205;0,053849
L007046;202505;R02;B1;MICRO;CONSTRUCAO;NORDESTE;PB;PARCEIRO;CAPITAL_GIRO;BAIXO;;V008;QUA;8;34183,97;3;17700;APROVADO;1;0;;0,419537;0,008944
L007047;202512;R06;B2;MICRO;SERVICOS;NORTE;TO;LOJA;CAPITAL_GIRO;MEDIO;NAO;V175;TER;67;;2;;APROVADO;2;1;0;0,973895;0,039011
L007048;202509;R10;B5;GRANDE;COMERCIO;SUDESTE;SP;TELEVENDAS;CARTAO;ALTO;SIM;V020;QUI;94;1675520,75;759;236900;REPROVADO;28;0;;14,408041;8,946695
L007049;202503;R02;B1;MEI;SERVICOS;NORDESTE;BA;LOJA;CARTAO;BAIXO;NAO;V207;QUI;31;4810,36;1;2300;APROVADO;2;0;;0,830088;0,011020
L007050;202510;R04;B3;MEI;INDUSTRIA;NORDESTE;PE;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V017;QUA;22;37980,71;1;14400;APROVADO;2;1;0;0,972943;0,024175
L007051;202511;R06;B3;PEQUENA;COMERCIO;SUL;PR;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V313;QUI;152;55120,34;51;14900;APROVADO;8;5;0;4,564762;0,134196
L007052;202508;R09;B5;MEDIA;SERVICOS;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;ALTO;NAO;V154;SEX;88;1105996,18;127;215300;REPROVADO;5;0;;2,223652;0,322626
L007053;202507;R04;B2;PEQUENA;SERVICOS;SUDESTE;MG;TELEVENDAS;FINANCIAMENTO;ALTO;NAO;V019;SAB;118;26389,97;29;9700;APROVADO;1;0;;0,324284;0,004766
L007054;202502;R08;B4;GRANDE;COMERCIO;SUDESTE;RJ;LOJA;CARTAO;ALTO;NAO;V199;TER;295;2392039,14;1424;528600;REPROVADO;1;0;;0,541230;0,057017
L007055;202509;R06;B3;PEQUENA;SERVICOS;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V021;TER;61;18148,96;20;6200;APROVADO;1;0;;0,488579;0,033430
L007056;202504;R02;B1;MICRO;SERVICOS;NORDESTE;PB;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V176;QUI;74;19855,79;7;10200;APROVADO;1;1;0;0,413907;0,004423
L007057;202512;R05;B3;MEI;SERVICOS;SUDESTE;ES;PARCEIRO;CARTAO;MEDIO;NAO;V276;SEX;5;3005,32;1;1200;APROVADO;8;3;0;3,865487;0,240806
L007058;202507;R07;B4;MEDIA;SERVICOS;CENTRO-OESTE;MS;TELEVENDAS;CARTAO;ALTO;NAO;V017;SEG;139;135508,71;159;37600;REPROVADO;4;0;;1,999424;0,093578
L007059;202506;R03;B2;PEQUENA;SERVICOS;NORTE;AC;PARCEIRO;CARTAO;BAIXO;NAO;V079;QUI;242;531814,00;25;240700;APROVADO;1;1;0;0,517979;0,028325
L007060;202503;R04;B2;MEI;INDUSTRIA;NORDESTE;RN;TELEVENDAS;CAPITAL_GIRO;BAIXO;NAO;V234;QUI;343;49935,00;1;17500;APROVADO;2;1;0;0,718373;0,007965
L007061;202502;R02;B1;MEI;CONSTRUCAO;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V025;TER;17;14621,47;1;7400;APROVADO;1;1;0;0,421499;0,009531
L007062;202510;R02;B1;PEQUENA;TECNOLOGIA;NORDESTE;CE;LOJA;CARTAO;BAIXO;NAO;V047;SEX;117;90777,71;37;46600;APROVADO;28;7;0;13,242145;0,093579
L007063;202508;R04;B2;MEI;COMERCIO;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V067;QUA;8;7670,94;1;3300;APROVADO;1;0;;0,496054;0,014307
L007064;202503;R05;B3;MEI;AGRO;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V025;SEG;89;52514,34;1;17000;APROVADO;1;0;;0,514726;0,013423
L007065;202505;R06;B2;PEQUENA;INDUSTRIA;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V049;QUI;62;114822,97;46;40100;APROVADO;3;1;0;1,294802;0,048996
L007066;202512;R01;B1;MEI;INDUSTRIA;CENTRO-OESTE;MT;DIGITAL;CARTAO;BAIXO;NAO;V292;QUA;125;3911,32;1;1700;APROVADO;27;13;0;14,192582;0,117707
L007067;202503;R03;B2;MICRO;INDUSTRIA;SUDESTE;MG;LOJA;CAPITAL_GIRO;BAIXO;NAO;V311;TER;125;13395,54;4;6500;APROVADO;2;1;0;0,756246;0,008768
L007068;202511;R08;B3;MEI;INDUSTRIA;NORDESTE;PE;DIGITAL;CARTAO;ALTO;NAO;V004;SEX;19;8108,15;1;2000;REPROVADO;3;0;;1,803847;0,080665
L007069;202507;R03;B2;MICRO;INDUSTRIA;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V003;SEG;102;6906,27;2;3000;APROVADO;6;2;0;2,886118;0,035582
L007070;202505;R05;B3;PEQUENA;COMERCIO;NORDESTE;RN;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V276;QUI;60;74826,04;12;27300;APROVADO;6;2;0;2,296407;0,059249
L007071;202512;R04;B1;MEI;INDUSTRIA;SUL;SC;DIGITAL;CARTAO;MEDIO;NAO;V012;QUA;26;22447,93;1;9500;APROVADO;3;2;0;1,697685;0,032064
L007072;202502;R05;B3;MICRO;SERVICOS;NORDESTE;PB;LOJA;CARTAO;MEDIO;SIM;V242;SEG;10;40001,25;4;14200;REPROVADO;25;0;;12,907804;1,051882
L007073;202508;R04;B2;MICRO;COMERCIO;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V017;SEX;17;41964,27;18;14700;APROVADO;8;4;0;3,953484;0,088867
L007074;202501;R02;B1;MEI;SERVICOS;SUDESTE;MG;TELEVENDAS;CARTAO;BAIXO;NAO;V306;SEG;20;7670,27;1;3500;APROVADO;1;0;;0,413243;0,005965
L007075;202504;R06;B4;MEDIA;COMERCIO;NORDESTE;PE;DIGITAL;CAPITAL_GIRO;MEDIO;SIM;V205;TER;121;692509,10;145;190000;REPROVADO;1;0;;0,548662;0,063230
L007076;202504;R04;B2;MEI;SERVICOS;NORDESTE;PB;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V285;QUI;5;;1;;APROVADO;1;1;0;0,454017;0,016474
L007077;202512;R04;B3;PEQUENA;AGRO;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;NAO;V018;SEG;218;42845,62;20;15900;APROVADO;4;2;0;2,140987;0,040192
L007078;202506;R02;B1;MICRO;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;BAIXO;NAO;V021;QUA;26;13020,09;5;6900;APROVADO;4;4;0;2,206741;0,027213
L007079;202506;R04;B2;MEI;COMERCIO;SUL;RS;DIGITAL;CARTAO;BAIXO;SIM;V025;SEX;95;16323,09;1;5700;APROVADO;1;1;0;0,601951;0,019894
L007080;202510;R05;B4;PEQUENA;SERVICOS;SUDESTE;SP;PARCEIRO;CARTAO;MEDIO;SIM;V121;TER;88;233708,21;17;82700;REPROVADO;2;0;;0,986746;0,073885
L007081;202509;R09;B5;PEQUENA;SAUDE;NORDESTE;PE;PARCEIRO;CARTAO;ALTO;NAO;V284;QUI;161;9738,20;46;2000;REPROVADO;2;0;;1,173330;0,165908
L007082;202511;R01;B1;MICRO;AGRO;NORDESTE;PE;LOJA;CARTAO;BAIXO;NAO;V254;SEX;46;17172,44;4;9400;APROVADO;2;2;0;0,902633;0,007443
L007083;202502;R05;B3;PEQUENA;COMERCIO;SUDESTE;SP;DIGITAL;CARTAO;MEDIO;NAO;V032;TER;65;157675,14;16;62200;APROVADO;25;15;1;14,400447;0,352754
L007084;202508;R03;B2;PEQUENA;COMERCIO;SUL;RS;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V193;SAB;50;190013,43;35;70900;APROVADO;7;3;0;3,495440;0,049715
L007085;202502;R03;B2;MEI;CONSTRUCAO;CENTRO-OESTE;GO;TELEVENDAS;CARTAO;BAIXO;NAO;V306;QUI;29;13062,44;1;5800;APROVADO;25;7;0;10,569563;0,243451
L007086;202504;R06;B3;MEDIA;INDUSTRIA;NORDESTE;PE;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V003;SEX;126;1010051,09;89;268200;APROVADO;5;2;0;2,601295;0,151600
L007087;202511;R05;B3;MEDIA;INDUSTRIA;NORTE;PA;DIGITAL;CARTAO;MEDIO;NAO;V104;QUA;221;1185212,46;107;359000;APROVADO;2;0;;1,144519;0,039070
L007088;202507;R05;B3;MEI;AGRO;CENTRO-OESTE;MT;DIGITAL;CARTAO;MEDIO;NAO;V261;QUI;31;9345,55;1;3400;APROVADO;7;5;0;4,360379;0,160221
L007089;202507;R05;B3;MEI;SERVICOS;SUDESTE;SP;LOJA;CARTAO;MEDIO;SIM;V028;SEX;69;18942,63;1;6000;REPROVADO;1;0;;0,519440;0,025473
L007090;202503;R05;B4;PEQUENA;SERVICOS;CENTRO-OESTE;GO;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V179;QUA;263;42037,04;44;16700;APROVADO;2;2;0;0,874893;0,013398
L007091;202512;R07;B4;MEDIA;TECNOLOGIA;SUDESTE;SP;LOJA;CAPITAL_GIRO;ALTO;NAO;V050;DOM;142;187643,43;191;52600;APROVADO;13;5;1;5,977388;0,198050
L007092;202508;R08;B4;MEI;SERVICOS;NORTE;AP;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V008;TER;31;8893,81;1;1900;REPROVADO;10;0;;5,931737;0,549022
L007093;202507;R02;B1;MEI;COMERCIO;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V245;DOM;169;2377,99;1;1300;APROVADO;19;9;0;8,968480;0,112962
L007094;202512;R06;B3;PEQUENA;COMERCIO;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V023;QUI;88;381782,97;47;134200;APROVADO;7;2;0;4,018493;0,179984
L007095;202510;R05;B2;MEDIA;CONSTRUCAO;SUDESTE;MG;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V007;QUI;108;1196263,60;207;472400;APROVADO;2;2;0;0,870932;0,046524
L007096;202508;R04;B2;MICRO;SERVICOS;SUL;SC;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V011;TER;35;3991,46;9;1400;APROVADO;17;10;0;9,247920;0,216023
L007097;202512;R05;B3;PEQUENA;COMERCIO;CENTRO-OESTE;DF;PARCEIRO;CARTAO;MEDIO;NAO;V106;TER;164;49318,95;28;15400;APROVADO;6;4;0;3,146628;0,077557
L007098;202507;R04;B2;PEQUENA;COMERCIO;CENTRO-OESTE;MT;TELEVENDAS;CARTAO;MEDIO;NAO;V249;SEG;150;109650,47;38;45700;APROVADO;1;1;0;0,444331;0,006346
L007099;202503;R05;B2;MEDIA;COMERCIO;SUL;SC;PARCEIRO;CAPITAL_GIRO;MEDIO;SIM;V331;QUI;67;295792,03;134;88200;REPROVADO;1;0;;0,475922;0,036748
L007100;202509;R02;B1;MEI;INDUSTRIA;SUDESTE;SP;PARCEIRO;CARTAO;BAIXO;NAO;V010;QUA;49;8809,48;1;4400;APROVADO;2;2;0;0,937563;0,015915
L007101;202512;R04;B2;MEI;INDUSTRIA;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V084;QUA;36;36060,13;1;14100;APROVADO;2;2;0;0,947826;0,021039
L007102;202510;R01;B2;MEI;SERVICOS;SUL;PR;LOJA;FINANCIAMENTO;BAIXO;NAO;V227;TER;37;10748,49;1;5700;APROVADO;144;44;0;41,467767;0,335447
L007103;202507;R01;B1;MEI;CONSTRUCAO;NORTE;RO;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V022;SEG;21;6018,03;1;2700;APROVADO;94;40;2;34,287186;1,321398
L007104;202511;R04;B2;PEQUENA;AGRO;CENTRO-OESTE;MS;LOJA;CARTAO;MEDIO;NAO;V025;QUI;29;312281,44;30;131600;APROVADO;6;3;0;2,838479;0,082381
L007105;202508;R08;B4;GRANDE;SAUDE;NORTE;TO;TELEVENDAS;CARTAO;ALTO;SIM;V012;TER;480;1600720,98;581;326200;REPROVADO;1;0;;0,537869;0,090483
L007106;202504;R08;B4;GRANDE;SAUDE;CENTRO-OESTE;MS;TELEVENDAS;CARTAO;ALTO;SIM;V263;QUI;177;438220,43;532;93200;REPROVADO;1;0;;0,469875;0,079017
L007107;202508;R10;B5;GRANDE;SAUDE;SUL;PR;PARCEIRO;FINANCIAMENTO;ALTO;NAO;V344;SEX;391;1435962,85;500;216200;REPROVADO;2;0;;1,089258;0,154433
L007108;202502;R02;B1;MEI;TECNOLOGIA;SUDESTE;RJ;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V011;QUI;23;11772,16;1;5200;APROVADO;156;59;0;61,676158;0,739882
L007109;202509;R03;B2;MICRO;SAUDE;SUDESTE;RJ;PARCEIRO;FINANCIAMENTO;BAIXO;;V245;SEX;81;67876,43;3;27100;APROVADO;8;4;0;3,124135;0,065883
L007110;202502;R06;B3;MEDIA;TECNOLOGIA;NORDESTE;BA;LOJA;CAPITAL_GIRO;ALTO;NAO;V300;TER;151;171053,79;121;50500;APROVADO;4;1;0;1,811627;0,039329
L007111;202509;R07;B4;GRANDE;COMERCIO;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;ALTO;SIM;V007;SEG;480;3473522,40;950;908600;REPROVADO;3;0;;1,650255;0,372327
L007112;202501;R02;B2;MEI;SERVICOS;NORTE;PA;DIGITAL;CARTAO;BAIXO;NAO;V005;QUI;118;5755,09;1;2700;APROVADO;2;1;0;1,103411;0,014787
L007113;202504;R10;B5;MEDIA;CONSTRUCAO;SUDESTE;RJ;LOJA;CAPITAL_GIRO;ALTO;NAO;V060;QUA;245;1397080,52;294;220900;REPROVADO;2;0;;1,145675;0,279603
